87.4	48	40.2	80.7	48.5	32.4	40.1	34.7	67.2	73.4	35.2	28.5	24.9	399.3	66.1	73.6	20.3	54	103.9	107.1	1
160.31	71.24	110.72	223.81	232.34	76.62	120.17	41.98	165.3	130.93	55.76	178.81	71.11	552.97	97.87	60.22	160.84	40.41	144.7	82.13	1
88.52	135.32	134.39	326.63	256.13	257.97	108.93	80.85	177.05	112.84	178.04	187.94	68.58	436.25	176.74	82	98.65	135.62	32.07	145.67	1
70.46	138.59	138.96	336.02	174.1	191.76	85.33	92.95	224.01	68.13	169.82	310.08	68.13	614.22	141.66	61.91	131.71	195.01	58.65	138.31	1
69.39	94.9	111.22	216.11	163.06	140.2	85.1	43.47	197.95	75.3	29.18	169.59	63.06	357.54	105.3	30.2	153.06	57.96	29.18	119.18	1
75.58	141.78	148.65	273.26	181.34	185.3	60.27	58.71	181.44	97.54	49.24	319.27	87.96	367.99	126.79	59.02	139.49	72.45	10	169.16	1
96.02	110.19	148.58	200.14	170.39	226.93	56.69	70.79	103.49	139.16	34.58	252.86	71.49	801.79	153.72	110.74	132.31	66.19	95.86	207.92	1
93.68	96.55	133.94	153.94	153.94	133.27	63.22	35.11	110.06	119	30.81	96.64	67.35	550.62	140.61	99.68	135.12	51.32	58.49	158.33	1
105.8	64.18	398.56	180.7	133.64	91.95	68.35	52.34	131.76	153.27	59.65	198.38	59.93	618.51	96.13	47.96	148.82	81.65	39.12	179.79	1
96.69	115.53	166.18	253.24	201.02	315.82	82.98	37.15	64.46	214.73	81.52	261.72	88.74	953.22	138.45	116.89	90.83	90.73	110.09	248.32	1
87.62	93.77	116.46	220.53	146.07	180.18	55.07	46.06	71.95	100.78	69.1	249.45	66.76	703.85	139.83	67.88	64.77	155.51	40.26	123.64	1
73.78	11.08	92.07	222.27	629.31	54.55	64.27	39.82	59.25	49.64	25.6	261.67	41.38	541.21	23.72	42.74	23.93	79.42	59.46	119.45	1
125.31	126.21	179.9	226.97	176.65	46.29	103.45	46.18	78.24	72.74	42.82	389.05	49.88	644.82	218.34	41.58	106.82	84.51	131.7	158.6	1
86.44	93.11	149.76	264.84	206.24	119.64	60.55	15.79	167.01	67.39	10	277.05	69.34	400.27	99.29	67.88	211.12	63.81	159.52	139.34	1
45.7	10	94.56	129.12	74.02	87.76	51.24	43.74	97.51	105.78	39.05	146.93	32.81	658.44	10	54.68	125.13	51.31	109.99	64.07	2
105.2	47.4	102.64	149.75	103.49	74.31	32.88	11.25	88.69	78.44	34.17	318.16	75.73	515.32	62.35	48.83	163.42	21.78	10	73.45	2
