9326	303	2150	298	3822	161	44	14511	1284	10	242	3282	5214	211	10	1656	2187	10	180	1965	5191	5452	202	10	399	162	405	98	196	160	10	153	3172	10	56	782	63	10	10	1036	397	10	1722	389	62	39	124	10	223	386	21	10	176	158	103	10	723	536	10	10	10	392	333	927	83	10	268	128	108	393	10	172	333	292	10	71	697	320	529	190	289	924	10	122	129	206	10628	5204	327	10	232	10	356	1
5314	10	1624	693	2717	82	86	5207	786	34	10	1544	6750	731	10	166	123	10	36	4881	1834	521	38	124	27	199	1203	109	173	239	136	10	40	10	10	882	10	10	10	130	363	70	800	159	41	28	21	10	10	125	114	10	68	353	10	10	10	254	10	10	171	1793	3267	534	483	10	452	10	22	410	10	238	241	10	10	146	1473	10	468	219	424	1105	10	46	763	4861	10	968	170	1440	258	10	459	1
5354	10	2986	713	2023	337	104	5994	968	218	918	1896	4902	439	10	405	95	290	67	3383	1178	601	87	1534	331	334	1305	409	802	360	257	10	250	10	938	949	29	10	455	201	251	151	647	251	10	46	216	192	353	53	128	24	217	508	1106	194	95	127	195	484	315	2801	3306	385	1385	302	476	11	44	119	10	1081	93	138	51	1192	990	125	1495	473	364	620	110	449	427	2360	10	1972	279	2370	217	10	1651	1
5146	10	1198	52	1021	55	105	10	344	255	10	613	5998	1203	10	10	221	10	134	1507	84	349	15	10	10	378	30	10	221	85	67	10	100	10	10	826	10	10	10	10	280	18	9105	84	63	13	10	10	102	10	84	10	63	70	10	10	10	295	337	10	10	1836	3081	583	488	10	208	10	36	735	42	186	159	107	10	28	188	10	742	117	381	830	10	124	594	4869	10	391	38	1312	609	10	744	1
4048	10	1797	10	529	121	104	9682	10	10	10	4066	5853	38	10	524	85	10	43	1248	4084	3620	106	10	196	571	1263	10	130	61	173	365	10	358	10	1302	10	145	10	632	235	10	275	436	676	85	145	10	28	358	107	10	89	476	10	10	1289	245	10	10	10	20	74	101	10	10	310	10	172	248	10	40	455	10	116	10	988	268	526	10	53	145	10	52	620	268	10	2344	328	10	386	10	149	1
2504	107	676	408	145	306	33	278	146	252	879	2433	1802	58	10	44	10	41	71	712	94	1261	214	109	10	530	2043	524	10	474	89	10	54	27	1452	1296	10	34	773	70	84	191	125	142	152	31	478	109	426	10	99	10	344	132	517	10	612	229	10	10	22	106	67	122	712	10	90	33	10	15	10	51	3684	1855	63	10	406	181	1457	10	60	617	10	58	153	829	208	1747	43	10	25	10	195	1
5075	10	2827	724	1558	44	61	6654	825	10	200	9811	7400	313	10	530	351	10	98	7509	4640	4638	88	10	316	182	6413	10	660	292	21	10	4554	10	22	160	10	10	722	1185	87	10	3185	430	10	50	124	10	220	104	31	10	242	138	834	157	282	1452	210	495	20	196	1102	1311	409	10	545	10	23	87	10	691	116	10	104	10	540	721	618	491	673	867	10	544	213	260	323	6767	92	1122	447	10	1140	1
5767	76	2748	938	2562	128	46	14812	440	114	408	6270	7938	810	10	443	726	10	78	5394	4512	1559	153	91	241	304	457	132	983	153	118	151	2315	10	333	520	10	10	517	1033	371	35	795	221	10	74	108	201	130	12	46	106	193	277	602	114	433	24	10	818	10	2182	4073	1017	789	10	571	10	66	99	10	1805	29	91	50	140	1584	121	549	457	929	634	10	281	759	2296	1469	5738	967	1481	416	10	1866	1
3649	36	2335	848	1148	133	30	811	94	10	10	6845	12403	124	10	1016	643	10	108	3809	4178	1624	924	10	57	540	4866	90	248	86	121	10	445	10	3562	478	10	10	73	962	360	10	121	122	10	32	53	10	30	10	10	10	188	181	228	21	4811	302	88	10	174	192	3302	909	367	10	235	10	30	67	10	801	38	73	65	74	853	196	259	196	698	272	148	216	349	2334	997	829	10	1101	283	10	124	1
218	375	10	926	1265	71	3107	10	3755	78	2127	1234	715	10	10	10	10	10	607	10	74	710	95	2115	82	1263	49	184	4348	1136	154	10	157	10	1441	10	85	10	10	176	10	1214	21	500	2109	568	235	10	323	133	586	10	333	350	597	10	7932	10	844	400	149	10	277	310	3786	10	352	10	117	10	10	2377	282	17	336	10	10	1295	2078	166	1060	153	278	145	1137	482	3471	10	10	10	500	1388	787	1
3339	22	800	390	1077	10	85	3119	173	10	463	10	9196	10	10	1110	10	10	152	19	52	872	509	10	142	203	10	35	549	10	26	10	10	43	184	10	10	10	38	266	195	10	34	115	10	17	20	10	10	10	28	10	293	141	498	425	969	10	10	10	179	112	1796	114	225	10	10	10	22	102	10	352	136	41	87	13	950	148	670	114	358	313	209	10	10	68	353	10433	49	263	28	20	270	1
2696	10	1869	615	921	69	10	3342	265	10	10	7686	2680	128	10	962	184	10	56	67	5757	1472	425	10	10	1074	4584	10	10	141	48	10	831	10	478	45	10	92	697	716	285	76	1799	184	10	32	150	10	102	10	12	10	100	197	301	10	319	992	10	10	10	134	416	360	413	10	84	91	51	432	10	51	10	16	10	10	841	328	10	257	310	535	10	187	214	1333	447	3551	10	207	10	10	553	1
8148	205	6169	827	482	10	78	16000	897	10	10	10926	11267	590	10	1501	1762	10	10	1105	10506	6195	151	10	708	1071	926	123	17	109	350	90	7533	1209	379	10	10	10	458	3157	470	10	10	394	3594	22	10	62	1070	10	87	55	343	111	977	10	6259	10	10	233	232	856	552	459	337	10	867	10	14	359	10	109	119	242	104	55	2356	2551	176	478	1047	673	144	1398	295	647	21	7895	228	1380	335	10	1316	1
2805	10	10	68	33	126	41	1060	347	82	10	1830	3094	137	10	247	11	10	10	9453	2702	2447	153	10	1030	675	3461	530	26	57	141	10	122	10	10	343	10	10	183	1190	514	33	54	73	13	31	161	171	199	49	10	10	362	61	1023	10	356	13	10	10	156	37	1805	497	198	10	323	168	73	149	10	273	118	184	117	10	507	998	10	167	10	597	208	553	10	3064	10	184	243	10	10	10	769	1
5397	10	397	122	588	43	10	3283	258	10	10	219	8127	35	10	62	23	10	14	4328	1265	8949	133	32	164	177	2713	60	37	88	10	10	1813	10	51	678	15	10	41	795	95	10	177	96	27	10	210	10	10	17	19	10	202	139	81	10	10	183	10	10	137	247	1573	669	47	10	241	14	10	160	10	69	206	155	10	10	778	167	81	10	10	604	51	10	262	459	10	6438	10	1268	61	10	351	1
5955	10	1652	222	3189	177	64	3497	593	10	445	1628	8558	1658	10	117	48	10	118	4110	878	674	40	121	158	300	489	10	288	97	45	10	924	10	59	734	52	10	10	103	418	15	6543	170	10	54	188	10	10	65	151	10	52	339	495	140	139	64	313	604	26	2925	3134	1070	908	10	502	57	52	770	10	361	185	10	25	10	1621	72	1072	410	651	600	10	298	1112	4385	10	729	292	605	280	10	691	1
5070	10	727	700	712	17	83	2410	104	10	140	2790	1986	477	10	349	18	10	10	5119	349	1775	344	10	10	559	2700	10	10	610	41	10	222	172	135	502	10	10	605	175	391	161	1322	122	10	47	117	61	395	10	10	10	199	97	10	10	2572	434	292	10	10	108	195	776	366	10	301	105	36	267	10	69	9270	4271	35	31	199	74	10	77	166	356	145	29	13	726	801	1468	31	10	10	10	298	1
8219	66	3837	433	1357	78	70	10585	741	10	507	5455	14538	61	10	1529	111	10	166	7600	4745	2547	211	10	10	342	4873	56	209	55	10	10	375	10	196	29	10	43	1080	1103	495	37	215	218	10	10	113	38	290	10	10	10	37	278	492	62	342	635	10	64	75	175	243	1326	129	10	101	70	30	59	10	301	183	29	10	10	922	207	464	293	190	10	10	41	110	378	10253	3950	106	26	331	10	393	1
4184	34	563	10	10	137	114	7593	10	10	10	2495	9134	10	10	39	70	10	140	3780	1211	406	20	10	10	10	1082	68	10	10	76	10	42	10	10	176	109	10	10	236	219	20	131	112	139	195	10	10	10	10	10	10	115	550	10	10	10	352	10	10	154	140	2037	10	10	10	20	10	15	10	10	10	150	10	131	106	453	344	10	46	201	1383	10	267	10	787	10	10	10	10	240	10	10	1
12968	10	2751	178	613	62	91	2302	10	135	62	8700	13407	214	10	757	506	10	277	2006	3099	2739	10	10	79	41	371	10	10	77	77	103	946	10	490	627	10	70	10	166	67	10	3418	330	10	108	178	10	38	10	101	10	43	289	10	10	137	569	10	10	108	123	260	946	125	10	43	10	19	67	10	10	741	335	43	14	538	70	10	10	306	774	181	57	439	197	1779	3205	195	10	260	10	294	1
1813	68	10	105	2018	84	70	10	360	1030	273	4614	1073	325	10	10	54	10	199	1803	273	1856	52	939	36	286	891	95	194	124	238	10	10	71	10	827	10	10	120	213	437	46	221	288	10	38	393	10	36	10	74	10	112	106	1095	10	1316	282	125	10	169	55	175	58	1181	10	373	10	87	68	30	27	200	166	10	284	633	406	765	10	136	143	10	58	27	2239	10	4787	206	10	196	10	149	1
4750	250	2578	92	504	189	24	116	911	10	500	4357	5681	48	10	291	102	10	10	3110	2709	2501	37	10	102	2682	3842	99	313	258	105	10	3943	10	989	344	10	360	432	700	10	63	864	241	10	74	183	10	225	10	10	10	425	344	872	10	265	702	10	10	1162	58	319	743	164	10	127	163	77	472	10	295	1012	222	10	31	176	616	141	105	138	1233	150	125	222	212	819	2017	10	257	208	10	1538	1
2559	107	521	399	531	105	63	212	605	252	75	7369	1458	33	10	107	105	203	321	1924	287	1971	29	10	197	678	409	203	579	575	10	197	10	550	706	851	10	10	138	10	10	163	132	90	23	10	14	44	285	121	302	10	187	205	561	191	1094	489	10	336	277	142	413	273	745	73	239	16	10	176	10	710	197	16	54	239	767	357	136	332	632	441	390	231	121	1132	147	1914	10	363	277	10	863	1
5632	10	2456	805	3113	43	70	16000	920	170	485	7216	6074	755	10	460	139	10	10	10157	5752	4215	54	10	197	387	6080	10	1240	542	110	10	4399	10	199	350	10	22	704	1026	275	132	800	476	10	70	136	10	107	10	140	10	227	56	956	10	141	1084	158	226	22	348	1429	1405	379	10	776	69	63	353	10	2410	96	10	141	33	1005	308	693	349	703	1214	39	246	28	903	240	1785	153	582	394	10	1063	1
9288	394	3021	10	589	88	92	7264	10	10	10	6603	2735	74	10	353	37	10	269	7721	4709	1118	236	10	10	450	1843	212	10	10	10	10	311	10	1293	217	10	10	18	306	457	10	304	41	10	29	10	10	121	10	10	10	75	393	10	10	72	105	10	10	22	357	935	252	76	10	10	327	89	10	10	47	198	10	10	91	10	237	510	10	10	1307	10	223	122	1776	1839	1531	10	10	635	10	179	1
3627	10	2194	252	807	226	45	1374	565	10	216	1487	7243	496	10	302	175	10	10	3883	745	457	10	122	175	411	543	111	148	56	78	10	136	10	18	699	10	10	10	264	84	48	828	147	10	56	25	10	36	10	84	461	79	62	754	10	10	14	10	252	383	2003	1657	781	597	10	167	10	86	198	10	425	10	150	23	40	1271	154	572	515	457	673	89	327	108	2925	10	4965	61	1469	483	42	779	1
3115	10	1713	10	648	502	165	6821	216	10	288	7540	6607	88	10	509	874	10	72	4059	3129	1495	48	310	36	1745	2805	543	1288	132	117	10	788	10	1213	2235	74	10	314	850	420	129	1528	235	19	93	182	281	189	10	62	10	213	639	896	10	134	718	10	10	7110	432	1358	1002	307	326	274	76	26	242	10	954	93	10	10	19	466	528	10	233	10	122	36	10	10	802	836	1742	10	122	33	10	1180	1
11999	502	1937	10	1512	51	10	7212	289	10	72	8791	3394	268	10	892	2189	10	53	3939	2469	2425	10	10	845	121	2019	10	10	10	10	10	2758	10	10	330	10	10	10	916	180	51	1291	90	34	63	10	10	283	447	10	10	23	117	492	10	69	1105	10	10	157	50	635	1059	62	10	216	10	53	54	10	167	16	109	10	10	1049	419	10	195	750	486	10	103	163	244	5345	8201	25	254	10	10	544	1
4200	78	2639	10	934	86	14	6884	1110	48	10	12307	3995	71	10	150	309	10	82	6955	1112	2756	10	10	121	400	4889	10	1918	142	25	10	2346	10	10	621	10	10	455	151	32	120	330	134	10	52	10	10	352	10	18	80	154	61	329	63	47	154	201	53	104	722	3243	419	100	4847	236	10	26	46	10	2343	149	80	10	43	138	251	391	137	348	263	10	47	10	300	10	4240	10	456	161	10	366	1
3403	49	3014	28	983	10	10	10693	291	106	10	5433	4685	135	20	166	63	10	128	3498	1199	4097	10	10	82	18	1944	10	886	213	10	10	2245	10	10	173	37	10	667	118	313	10	508	101	105	43	50	10	72	10	47	116	76	67	446	41	210	142	10	10	164	424	330	655	257	10	177	10	10	103	10	877	11	10	24	41	460	72	799	69	488	389	10	210	10	72	1146	4130	186	508	454	10	540	1
4896	239	2815	43	207	117	43	3935	210	142	140	1644	11269	60	10	615	122	10	437	3302	2076	437	358	10	10	167	1458	139	700	69	117	83	301	10	917	703	10	10	57	88	266	21	461	15	91	17	10	10	153	10	61	10	119	126	49	10	694	157	10	10	628	185	2124	196	126	10	106	94	20	51	23	892	236	154	10	75	1270	191	219	92	100	290	10	187	193	566	3649	2159	63	448	103	10	99	1
4317	10	935	509	481	101	10	374	187	10	378	1671	4346	36	42	404	43	10	140	310	971	1255	2017	98	79	183	10	117	1441	193	10	4940	632	73	10	623	10	1006	148	529	142	10	598	153	448	10	422	113	371	984	10	11	779	245	131	184	9515	146	10	10	72	140	231	550	172	10	10	1202	283	10	33	900	2525	1036	65	10	1142	212	566	165	388	413	10	10	78	98	7970	3918	170	10	238	10	314	1
6517	453	742	417	427	26	94	5113	435	10	1247	1327	10455	129	10	838	190	10	10	2047	3809	2235	662	37	267	474	162	226	439	173	125	1027	2983	33	311	185	10	10	190	2779	119	10	1239	94	10	10	234	10	355	481	50	83	547	319	551	63	2514	494	10	10	154	110	686	1891	231	279	163	319	233	157	10	287	257	125	166	10	845	501	591	65	82	606	59	166	203	190	3015	5009	10	57	10	10	209	1
6101	163	2203	1931	727	204	10	2088	1053	338	507	5653	4287	1488	10	425	10	115	140	7873	313	1014	28	1250	212	1763	3004	301	504	628	135	10	35	10	87	575	10	10	269	50	67	128	452	298	199	64	34	600	89	10	290	10	298	462	1064	134	33	1290	340	406	43	2316	3060	1601	3077	10	439	109	40	386	43	903	257	245	142	86	1193	10	5062	541	755	289	10	506	131	3440	10	4877	171	3192	223	10	2165	1
4634	10	4218	395	1679	178	34	14418	799	358	1086	4830	5499	194	10	453	193	16	107	6504	2690	2478	1154	45	195	316	6396	131	1619	568	71	2846	1960	10	777	271	33	574	585	465	155	57	634	359	228	149	66	37	326	608	163	56	253	209	777	10	4555	10	212	266	464	908	2982	817	1102	10	607	515	453	349	12	2547	151	68	88	45	1372	11	2006	342	476	726	228	811	38	732	5325	6754	133	1098	434	10	871	1
1642	359	811	878	272	187	27	3068	646	142	247	1595	1185	92	10	224	42	10	232	1465	207	127	49	97	19	359	639	319	818	459	39	10	416	39	2269	1767	10	10	569	10	184	12	134	127	10	10	112	194	159	10	112	37	122	619	441	10	47	10	10	277	2102	636	309	409	222	10	10	72	37	10	12	546	32	10	10	97	556	194	534	10	644	137	10	177	219	1080	10	674	32	1677	274	10	786	1
